	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	LBW242	Lapatinib	Nilotinib	Nutlin-3	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	Paclitaxel	Panobinostat	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
MDAMB175VII_BREAST	0.017604515		2.2177958490000003	2.984814882	1.857569337				0.402319819			1.239876866						0.107506216				2.703787804	8.542653063	3.080955744
MDAMB415_BREAST	0.0206032									8.210792629								0.057651918				9.160408906		
MDAMB435S_SKIN	0.050270259000000005	9.111120697999999		0.090712667		0.317210317			3.915276051	5.659163952	1.43221736	0.002542614	0.668061197	8.342338294	7.922626019	0.941861272	0.002869408	0.049858999	8.659602348	8.133985371	0.588892877	3.818586826	0.233918756	
MDAMB436_BREAST	0.041530512	8.548909605					0.003130407		4.344305515	8.302404276		0.007445920999999999		8.220542818			0.014086062	0.07967311099999999	2.271178246		3.293587685	3.787912369	0.243943363	
MDAMB453_BREAST	0.01410364	8.747546333999999	3.103794813	5.353428841		0.144482166		2.191242456	1.272974253	9.532789503		1.178217411	3.409235477	3.4067511560000003		8.458834104		0.011434652	4.409494400000002	3.994282246		8.102760697999999	0.201478988	7.164134026
MDAMB468_BREAST	0.265800059	9.055180801	8.319108428			0.15765813			2.07880187	3.195904255				3.4988517760000004			0.00576519	0.220418647	0.811531782		2.4608058930000003		0.167754397	1.099178433
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.271680772		0.002542614			0.05854520200000001	3.286283016			8.481263503		0.002542614	8.565767506	8.003983363	8.632507595		0.019571858	0.019849889	8.806238422	8.399534096		2.808730364	0.023385081	8.593346833
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.97806257	8.638485987000001	1.1945555209999998	3.478474855	8.772012469	0.480781823			8.851577971000001	0.067006387		0.275297195		3.063280582	2.915791273		0.066890962	0.058951221	0.920526385			8.183951595	0.7503382559999999	1.544258595
MELHO_SKIN	0.115499377	8.03755454	8.166262109	0.080764636	8.067915747999999	0.293045729		8.707420328	7.494398594	8.412597259		0.013719493		8.502733815		0.258539736	0.002581549	0.031173918	0.733596742	5.597300529	9.081918095	8.884678044	1.023701549	7.592901707
MESSA_SOFT_TISSUE	0.037581444						8.328786353	1.588379741			3.398276091		0.7948198320000001	2.697656631			0.002542614	0.096572593	8.462304009	5.371909142000001	6.351518154	8.363487718	0.094844796	
MEWO_SKIN												0.6276075839999999					0.009305894	0.08683297	0.361688167		8.550389528	8.645565436		
MFE280_ENDOMETRIUM	0.162893802				9.113956121000001	0.747660518	7.306062222			6.776589394							0.022011064	0.060238522					2.105544806	2.956356049
MFE296_ENDOMETRIUM	0.28781095100000004	8.926175778	3.063340902		3.721626043		1.257416368		8.206088575			8.905672049		8.063348654		6.209597111	0.012253076000000002	0.054812457	0.4042784270000001	3.78998971	8.120870245	5.385315895	0.06951750799999999	1.4492928980000002
MFE319_ENDOMETRIUM		6.926526546			0.211277753												0.002542614	0.050994497				2.6930449010000004	2.2298018930000003	0.776024878
MG63_BONE	0.592983723	8.136759459	6.675624847000001		6.081908703	0.186407372			3.383454323	8.030547454		2.300024986	0.531697094	5.794953346000002			0.006151426	0.08674585800000001	3.86756444		1.180657744	9.054110279	0.223333165	2.821741343
MHHES1_BONE	0.140642673	2.430807352	0.911473691	0.8075883979999999	8.862871907999999	0.046569914	8.731184607000001		8.93896567	8.873573363		0.017844243	0.671956778	8.662600921000001	3.938650608	4.444357395	0.002542614	0.058480795	0.145918235	2.885093212	0.687429249	8.572684233	0.018516079	1.823456287
MIAPACA2_PANCREAS	0.018303668	6.4912195210000005	0.26600707	0.13751538		0.16655266			8.969988147999999	5.109975338		0.020466195		8.0			0.00754348	0.016423536000000002	1.508407116	2.6613755	0.7953925000000001	8.609680276	0.118678682	3.774073000000001
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.122465871	3.541588545		2.832027435	2.392301083	0.080009148			3.4683692460000004				0.489362538			1.826708555	0.003631432	0.008986215	0.225623384			1.575141072	0.046689074	4.073411942
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.085055649	0.26321578											3.943963528	3.064124107			0.008552494	0.012664186			8.222788572999999		0.215547085	2.016509533
MKN45_STOMACH	0.017321344			0.624791682		0.073144414	0.560598791			9.249514697999999	8.105819893	0.194990486		0.110653877	0.228800446		0.002542614	0.024045276	0.217993706	7.774501801	1.067558527	2.594214201	0.069933258	
MKN7_STOMACH	0.7617520090000001					0.494376183						0.186072335						0.147101715			8.230589546000001		2.020899773	
MKN74_STOMACH	0.137193099	3.385849476			8.617574259	1.22751224						0.61356467					0.018099422	0.154865161	0.542899013		0.18922828100000005		0.689290106	
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	0.19663918		1.958371401									2.987587929	2.425515652				0.030187504	0.234715715	8.239106007				0.61671257	
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.295536757	0.229085594		0.098130897		0.26886037				2.42606473	2.55967927	0.068192415	0.431767374	1.0203768009999998				0.013222938	8.806636067000001		0.924863577	8.203429566	0.45061028	
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.362071663	8.610932761				0.014759515	4.383809566	0.614873469			3.22954011		0.263697416	8.555460709	4.469226837		0.002978521	0.006164606	0.133714497	8.32191041			0.006523256	1.088582039
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.015440387	8.48180812	3.764480591		1.854851007	0.097212173	3.696600199		3.128163815	8.953079835		0.002542614			0.888773859		0.002718177	0.008627829	0.062489137	0.002542614	0.487224549	0.002542614	0.032531347	1.34888649
MORCPR_LUNG	0.074916176	2.852065325						0.811146259	1.098604321			0.095980637					0.008230341	0.030370161			3.606700897	0.147896111	0.920332611	
MPP89_PLEURA	0.165937513	0.002542614	0.252904326			0.470456004			1.90156126	8.884415861		3.963473797		1.697947264			0.064131811	0.06200701	0.223963112		2.844747543	8.941423358	0.185459673	3.731732368
MSTO211H_PLEURA	0.186413318		1.181795835	0.64525342					5.298338413	3.965860128	2.7140212060000004	9.078120689	8.216740049	3.277687311	8.23935923	7.339414597	0.01144923	0.078588434	1.120468259	8.382929648	2.293585539	2.156541348	0.24587214	6.191408157000001
NCIH1048_LUNG	0.048311025	8.624739738999999	0.443204492			0.03831875			2.747856379	8.541516665		2.703097582		3.371703386			0.002542614	0.06054474400000001	8.312853907000001	5.90554142	1.459519506	8.537476237	0.022630608	1.61973846
NCIH1092_LUNG	1.29968071					0.148407474								8.997163292				0.073318265	8.275826788			8.5145175	1.339956403	
NCIH1155_LUNG	0.111736611	5.338488102			1.82881856		1.112125874		9.143840949			0.002542614		1.92050457		3.834075928	0.055190425	0.042814407				8.430992066	0.052219104	
NCIH1184_LUNG	0.103519626					0.002542614											0.005472838000000001	0.022045329					0.090408459	
NCIH1299_LUNG	0.232555389	8.595679249	2.560948849	0.016983308	8.627411365		0.921261787		0.616384327			0.002542614					0.014760808	0.10938412	0.242941082		8.039104013	8.783195854	0.031632729	
NCIH1339_LUNG	0.023804175	8.826031257999999	1.141986489			0.151107356	7.90447998			8.376379101			1.165097475				0.022340292	0.061689593	3.829507828	4.122719288	3.119640589	8.980856368	0.104719743	
NCIH1341_LUNG	0.014267176					0.124247745												0.049198251	3.990937233		1.437150359			
NCIH1355_LUNG	0.06345155799999999	0.574009538	1.098493457	8.20533721	1.769219756		0.103574656		9.205670211000001	3.147473335	4.291678905	0.451175481	1.056632519	7.368442535		2.808795452	0.014913766	0.040991794	0.184148148		0.546643972	2.981775284	1.760826945	0.902012348
NCIH1373_LUNG	0.053046115	9.100987228				0.992450118								3.106575251		7.18575573		0.058305953	0.149355665			6.547124386	1.662166119	3.753592014
NCIH1563_LUNG	0.19288373	0.258538127	8.352980955											8.701791865				0.156559139	0.648827553		0.002542614	8.14975329		
NCIH1568_LUNG	0.210890979	0.7966137529999999	8.47669597	0.002542614	8.474329607		2.625543833	0.731864572	2.4067380430000003	2.79715991			2.63043189	3.4106264110000004		3.122279882	0.010884135	0.030146049	3.305194616	8.262275672000001	3.355745077	1.003422856	0.194118872	2.273152113
NCIH1573_LUNG	0.112009168	0.98117429		0.27282998	0.258114487						3.981486797	0.004811121	1.026696205				0.011753418	0.124558002	8.136013354		0.835811317		2.062103033	
NCIH1581_LUNG	0.559311986											0.201840714					0.023040082000000003	0.044943172					0.72444874	
NCIH1648_LUNG	0.08544323599999999	0.599306762			0.522349596		8.253071602			8.198090537		4.250429153				5.36035347	0.009235901	0.087823674	0.8320842979999999				1.786845326	
NCIH1650_LUNG	0.02402693	8.665505701	0.130263925		0.064510889		8.151621492		1.193770647	8.345626676	1.117428184		2.373586416	7.789039135		1.554338217	0.009383617	0.166529268	1.189210415		2.055968285	8.711368001	1.50110507	0.6245988610000001
NCIH1651_LUNG	0.129097909	8.714476117	0.590774059		9.119662689								2.515671015	2.796470404			0.02082637	0.063872553	9.092346562000001	2.568104506	2.711140394	8.348600028	0.440435648	
NCIH1666_LUNG	0.017758958000000002	8.588242468999999	1.335307479	0.154759824	0.195461199	0.315051794			0.321889251	8.180402807		0.10512165						0.148733601	0.199206948	2.277161837			1.013204575	0.549193144
NCIH1693_LUNG	0.235706925	0.226028889	0.597793221		0.239701703	0.285010368			8.545424513	8.684411322		0.050518591		3.5625903610000003			0.027498201	0.052335300000000015			8.447385713	8.910514733	0.358386338	1.34156549
NCIH1694_LUNG						0.04936441											0.002542614	0.015840562					0.062847845	
NCIH1703_LUNG	0.033970062	0.410868794	2.005711555		0.22272554		0.499484241		1.181223869								0.016937919	0.174546987		1.030020237	8.143404438	1.033844948	0.644912839	1.135136127
NCIH1792_LUNG	0.113282129	4.584856987	1.942630053	0.8630055190000001	2.6159031390000003				9.143822712	8.699085142000001		8.893997461	1.499360442	4.05943203			0.021048699	0.104765818	0.169187084		2.394216537	8.591873096	1.035326123	
NCIH1793_LUNG	0.071522288	8.836005767	1.83464849	0.200817049	0.33066517100000004				0.115966462		0.908571899	0.102811657	0.880894065				0.014984522		7.841423035		3.663915396	8.232297058	1.7986369130000002	1.531294346
NCIH1869_LUNG	0.008958965	0.791251659				1.623324037			2.439498901									0.101023741			2.703600645	0.9133811		
NCIH1915_LUNG	0.036156192	0.073968865	4.043407917	8.758025761	8.861013452	0.229950637		7.13811779	8.148781708			0.002542614	8.862358339	6.740181446			0.0031224670000000003	0.032148656	0.110985525		2.879093409	8.719022555	3.229073763	3.561421633
NCIH1944_LUNG	0.033754427000000004	3.08249855	1.310901165	0.170494765	1.561166406			8.526143543	0.7250906229999999			0.033895552	2.848348379				0.016089918	0.079076	7.144258022000001		2.5858922000000004		4.668486595	8.530297702
NCIH1975_LUNG	0.053103231	0.6823246479999999	5.654486656	1.1818020340000002	8.819179207000001	0.8211666940000001	8.009728045		8.364759648			8.247708657999999		7.211946964		4.19251585	0.011381867	0.077809379	0.445767492		2.833262205	4.054691315	1.270730615	
NCIH2009_LUNG	0.16679459800000002	3.303884745	1.6563363080000002		0.833611012	0.265948683			5.461801052	8.305358757		0.243129686		7.201756954			0.020039976	0.03887799	0.352523029		3.648304701	8.146348546	0.550334632	3.127029181
NCIH2023_LUNG	0.021053601	0.8836091159999999	9.249932719	1.361826181	8.328229462000001				0.093200587	2.748748779	3.0915577410000004	1.759874463	1.123594999	8.21310934	2.303973913		0.010506582	0.083541416	8.387276225		8.862834454	5.045092583	0.623135984	2.622159958
NCIH2030_LUNG	0.047699604000000013	4.004538536	1.101509809	0.03076441	8.493114644	0.55809921			2.875264645	4.508524418		8.692001976	9.402382818	8.16472145		7.2425050739999985	0.019493317	0.112264164	0.08381322	3.788349628	8.585393498	3.409030914	0.14127193400000002	8.227769805
NCIH2052_PLEURA	0.193890542	8.287284391	8.077209659								1.416176677		0.5278901460000001	8.436960985		3.476384163	0.032463118	0.071214952	0.047080513	3.923142672	8.582444925	8.827950189	0.089511745	1.66511178
NCIH2085_LUNG	0.435018092		0.166036025				8.835168427000001	2.605011225	0.246645212	3.51935482				2.905940771			0.007616911999999998	0.049192902			6.785653114		9.182254359	0.80636394
NCIH2087_LUNG	0.027897216	8.796221481	2.783833504	0.002542614	3.592051744		8.379904677999999		8.40302794	8.559747605		0.016308976	0.237557873	6.681921005		4.428668499	0.010950245	0.078798965	1.571032882	3.202548027	8.165424154	8.179808091	0.194180757	2.438725948
NCIH211_LUNG	0.021893905	1.732289076		0.049248695		0.145390123	2.835848093	8.602553539	8.0	9.392559458			0.8770498999999999	3.09671855	7.166388988		0.007405128	0.023277462	2.203315258	2.187543392	1.974393487	3.256297588	0.00578927	
NCIH2122_LUNG	0.031530607		2.13380003	8.102182457	8.359945088	0.147200644	4.447318554		4.267987251	8.410592695		0.03478035	0.16724664	3.372685909		8.412696546	0.002542614	0.031653725	0.23813498	8.20650458	1.375943661	8.022342257	0.044037305	
NCIH2170_LUNG	0.013836415		2.381195545		1.180775642	0.160508066			0.22801438	2.523588896			1.5354000330000002	2.893176794		0.22329548		0.036113873	8.57439825	4.671964645	1.171037793	0.264971763	0.062304046	2.740792513
NCIH2172_LUNG																	0.041482486							
NCIH2228_LUNG	0.07676471	2.305627823	8.832124634		2.568438292	0.188833654				3.47710228		8.868056036		6.795890807999999		8.002455263	0.006199118000000001	0.088501014	0.465334803	7.658344746	0.002542614	8.355729545	0.308209479	1.309687495
NCIH226_LUNG	0.161760315											0.813925087	8.448989382	1.7740474940000002				0.23154965	1.0102014540000002		3.752255917	1.99351573	0.89336884	
NCIH2286_LUNG	0.032796428	8.528434964	0.912032068	0.17870327800000002	8.12688574	0.072226733	9.098304706		7.924710751	2.694330215	0.8427253370000001	8.084680514		8.747717451	2.35163784	4.662463665	0.002542614	0.037290316	0.100604855	8.07838632	0.6500696539999999	0.997010946	0.035099032999999995	3.820147276
NCIH23_LUNG	0.036011036	2.453845739					8.072326809		8.230145347999999	8.016330921		0.19455494	8.108988218				0.002542614	0.054479025	1.360548258		0.960220695	3.136949062	0.6918231840000001	
NCIH2444_LUNG	0.155316696		6.173307419	8.180981097	9.085799512000001	0.799491882		0.471224725				0.084231026	9.105597031				0.021487858	0.08688397699999999	8.504204129				5.618338108	1.744403601
NCIH2452_PLEURA	0.12503187400000002		8.903323199999997			0.21396166100000005			0.925743043	0.202767119				3.874549389			0.015433613999999997	0.105534047	0.171537623	8.397486084	8.602288974		1.389886379	8.720909808
NCIH28_PLEURA	0.078077309	8.309818625	1.079372644		0.06833399799999999		8.085089575		0.683328748	9.110539317999999		0.110690311	1.980416894	6.657987595			0.023487091	0.095414609	8.021013295		2.503588915	8.561340542	0.799037158	1.524070978
NCIH322_LUNG	0.023800675	2.7698092460000003	0.7477336529999999	0.052704491	0.483234793	0.49224335			1.252795339	8.289563817000001		0.00627533		6.651379585			0.013363719	0.094801314	1.247860789		1.844024777	0.932435095	1.389170051	1.4844355580000002
NCIH3255_LUNG	0.055714834000000005	3.079784632	0.114181615	2.647185564	0.074169464	0.58667928			0.360085964	8.123379347		8.798857566		2.9305150510000004			0.238102317	0.052660327	8.978840162000001		0.578658044		1.562953234	0.102784127
NCIH358_LUNG	0.047353089	8.020733493	2.199442148	0.142023861	1.096916676		2.665410519		0.858836591	7.010480881	3.18012023	0.002542614	1.486920476	3.1784405710000003		3.364368439	0.014943436	0.091545671	0.28480497	3.860264778	0.842217028	1.805985808	1.906111836	1.483636141
NCIH441_LUNG	0.08181905	0.956509531	8.279486272		3.365048885	0.174476415			8.568929619			0.041448683	1.348770618	2.980494976		5.2613625530000006	0.009890085	0.119849399	9.537486806	8.927364658	8.219367828	3.312883377	0.348241687	6.271634579
NCIH460_LUNG	0.061524644	8.602921237		1.448657274							7.556175709	0.13540639		3.580091476			0.029502366	0.085058324	8.886568602999999		7.547400475	8.143600306	0.236222684	
NCIH520_LUNG	0.054602809	4.590585709				0.181968793				0.010315252		8.049395337	0.705617189	3.505883455			0.011242939	0.046723418	2.027894735	8.097415132	2.145177603	2.187984467	0.765829265	8.207516251
NCIH522_LUNG	0.071027406	0.067597941	0.31775543100000003		9.156580894	2.5711658			0.555317342	8.384469166							0.006420047	0.069565415	4.602932453		8.901842393999999	2.274956226	8.674991283999999	
NCIH647_LUNG	0.144128844		1.78829968									0.177699387	8.108522436				0.004724338	0.194787472	8.143154336		2.028427601		8.696909027	3.976528406
NCIH650_LUNG	0.326179266	8.621075096		3.056631088	3.635783911			1.422236323	6.759872437	8.804893862		8.306769233999999	8.689155852	6.352861881				0.135400012	0.484082192		2.5044589040000003	0.542146027	0.919044495	8.082324894
NCIH661_LUNG	0.2876734	1.21559453				0.448869199	1.452224374		9.318907213				8.345329093				0.06115777400000001	0.15982822	2.657578				3.0699735	
NCIH727_LUNG	0.186604857	1.50955832		0.191319987		7.046247959						0.013049815						0.036277983						
NCIH747_LARGE_INTESTINE	0.076768719	2.549165726	8.551506757	0.17259562	0.52594614					2.684751272		0.012374342	3.941854954	3.680954933			0.002542614	0.02724861	2.903413296		8.885254154		0.980475605	0.8084057570000001
NCIH810_LUNG	0.395941019	9.08217803				0.468084574	3.204957962		2.519998074	3.878439665			8.289179272	2.328727484			0.010666084	0.016008226	2.621912241	7.419494152	1.508470893	3.1327388	0.210603043	
NCIN87_STOMACH	0.01171113				2.399151325		3.459367275		0.021223355	3.029248476		8.313188381					0.008517152	0.041262038	5.6430554389999985		3.153451204	8.303352427	0.29126644100000004	2.588597059
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.112682417		0.121123224	1.808104873	1.805310369	0.115021303	2.4367342		8.656271856	0.005450114		0.055469133	8.96954512	0.605434954	2.525011301			0.023353603	8.576738599	2.706397533		2.3080585	0.098249383	0.880647063
NIHOVCAR3_OVARY	0.163058758		0.531636059			0.309122026											0.002542614	0.04575821	8.748338704		3.389889717		1.127606869	0.550855041
NUGC3_STOMACH	0.040484954	0.57022953	1.824598432	3.224943876	0.398794264	0.049778823			6.247581482	8.308522737999999		0.037713241	0.178104579	8.049669563		3.008663893	0.002542614	0.06446889	0.568153083	8.013911764	2.415089369	8.335990372000001	0.114522666	1.4850986000000002
NUGC4_STOMACH	0.018131483	1.094538808	0.33841195700000004	0.043063805	0.121240623				0.098375209	2.466419697	2.369032145	0.002542614	0.714665949	0.009952967	6.853005886		0.013034794	0.010826345	8.348954331	8.061151512	2.74168396	8.942173982	0.084147938	0.58973372
OC314_OVARY	0.164563015		3.597581387		8.30628579				8.698652932			0.3867124320000001	8.15428069				0.012419293	0.132259101	3.811623573			5.254237175	0.325336218	2.47182107
OC315_OVARY	0.120721385		4.08873558	2.211780548	8.867764664	0.264410913			8.671955564			0.002542614	8.043620835				0.009726624	0.07927984	1.37913537			8.19271599	0.29901716100000003	3.620946407
OC316_OVARY	0.148953348		7.921439171		2.580581188	0.285874128			8.637206736				7.583814144				0.010669203	0.117359631	1.6106915469999998			8.8730751	0.321814328	4.735378742
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.089344054	1.54248333	8.936905147000001	0.013768788999999998		0.08079835				8.1254617	4.072773933	0.003053141	1.183135152	3.926297426		0.222550154	0.007833721	0.019504378	1.842715979	2.132151604	0.980189264	8.01226891	0.043837462	
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.296931773	0.332570136	0.535531044	0.988124788	0.912682712	0.072378695	1.092640758			1.649887204	2.514210224	0.108965613	0.314398468	3.921534777	1.232947946		0.017907575	0.010031056	9.081273115	0.948624849	0.74822396	9.037607172000001	0.04966462	2.489068508
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.364336044								1.0556344990000002			0.58261764						0.027321275	8.118311697000001				2.901072979	
OCUM1_STOMACH	0.040542003	0.562681615		0.058630221		0.215838075						0.020937741	1.369905353	3.03826642			0.01839678	0.00380089	1.5451166630000002		1.94652915	2.685881376	0.14883892199999998	
OE33_OESOPHAGUS	0.056656875	7.595295906	1.900690079	1.143530488	8.63796029	0.095830299			8.600961688	0.115451172		0.934874833	2.017190218	0.002542614	0.403171003			0.031161731	0.980609655		2.444816351	3.632316351	0.138558701	1.835342169
ONCODG1_OVARY	0.190539032	8.798456389	1.7481949330000002		8.295159059	0.535200655			9.052602421	8.149492306		8.512905757999999	8.376531583				0.014300194	0.098160207	1.034105897	7.051833153	2.846934557	9.066271529	0.529364765	1.344818234
ONS76_CENTRAL_NERVOUS_SYSTEM	1.118956089		1.156494617	0.177615568		0.7774925229999999				6.594996929	8.139451518	0.006044883000000001	1.361129642	8.278985246		1.656550765		0.120290443	8.557734645	4.189873219	8.770898085	8.341262276	0.261262715	
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.688126922	0.019772159				0.04673747								2.658649206			0.242961571	0.016701398			1.5883595940000002		0.157429054	
OV90_OVARY	0.01654092	8.159530303		0.062618591		0.15206635			3.002259254	9.142463603		0.002542614		2.82113862			0.002542614	0.019117039	1.227479219	6.050914764	8.789718202000001	9.432882232999999	0.092455603	1.6052044630000002
OVCAR4_OVARY	0.333466411	2.336839914				1.536248207		0.432289988	8.21571943	8.311750285							0.003192322	0.092864119	8.99002649	4.097584724	5.487578869	8.248483782000001	0.247838259	8.02326151
OVCAR8_OVARY	0.140891612		1.069754362		8.05631073	0.076633215	8.404755381000001	1.4426249269999998	9.168835507999999	8.8888785		8.091759833		8.123874048	8.022311906	8.048635371	0.011521365	0.022306615	9.035024757	7.824119567999999	9.081501237000001	8.060434379	0.072989225	7.532775402
OVMANA_OVARY	0.31143108	8.445362825	2.30688715		1.4950701000000002	2.7616176610000003			3.405663729	8.528664312		0.045395065		8.517121472000001		8.802046497000001	0.021972664	0.179776892	0.053162154	8.116646872999999	2.433033228	8.084459502	2.254092216	1.75276649
OVSAHO_OVARY	2.416357279	7.1620421410000015			6.135296345	3.002932072	2.602539778		8.280971877999999			8.524287696	0.613398671					0.168878838	8.234120896	6.48171854	8.853688062	0.581294835	8.065717622000001	2.828064442
OVTOKO_OVARY	0.38511458		0.633831441		8.226384622000001	0.24401074600000006			1.293386817					8.454329931			0.099278033	0.141171664	0.476289093	4.839784145	8.89590595	2.75334239	1.035877705	
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.539912045	8.5336589		0.039612882	8.210423533	0.02207361	8.317225347		7.04285574	8.560446626000001		0.002542614	0.732101619	8.339177821	2.036108971	3.420782089	0.002542614	0.009934472	1.957612634	8.292140686	1.783993244	8.388233852	0.030086476	
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.540682316	8.53997932		0.221212178		0.085810401	5.966490269					0.002542614		1.043500543	8.134393084		0.00848958	0.012346562	0.552694142	4.058861256	2.37947154	0.70406431	0.056081668	
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.977119565		3.839285374							0.002542614		1.690331101	8.758214396				0.006466428000000001	0.049854115				8.00212138	0.509713411	3.347074747
PANC0203_PANCREAS	0.071660705	8.140012497999999	8.009187908	0.08451575800000001	0.91822058	0.386457771			8.967171102	8.226230017		0.007314315999999999	1.140153408	8.114266616			0.011924825	0.040729396	3.955214977	4.001616955	8.504512717	8.520514072000001	3.505319595	1.868653655
PANC0327_PANCREAS	0.062006198	8.415864716	2.366593361	1.066014171	8.118757178	0.125879988		0.655615091	3.738466978			0.943632782				8.31611513	0.002542614	0.10494902	8.022606552000001		2.80417037	3.114779949	0.33693739799999994	1.218618274
PANC0403_PANCREAS	0.04895727	8.203378268	1.11146009	0.121570632	2.259186983	0.303910226				8.387398494		0.032858819		5.114589214			0.011236447	0.050547898	2.474042892		0.229738995		0.56899941	1.719038844
PANC1005_PANCREAS	0.076651163	3.364497185	2.281346798	0.162169084		0.150143862			3.1476857660000004			0.443341166					0.002542614	0.088824078	2.254650831		4.429858685	4.163796425	0.188411638	0.840152681
PATU8902_PANCREAS	0.379172623	8.064071327	1.284914374	0.35934087600000003	8.633975803		1.154447198		8.037856256			0.003170792		3.76573348			0.002542614	0.092169434		7.863037586	3.826987743	8.509647957	1.170984268	
PC14_LUNG	0.111521289	9.002650836	0.265047103		0.013407791		2.416904449		3.442031622			0.238699481		6.854809761			0.002542614	0.079643272			1.992355585	8.335596817999999	0.454921424	0.212715164
PC3_PROSTATE	0.224229589	8.930365072	0.29809913		8.28279928	0.270379841	7.395918846		8.313116194	8.081646999				3.233734369		2.634730339	0.017930953	0.065436147	9.023186949	8.460008431	2.418330908	8.76605195	0.72867173	1.869812369
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.440398842	3.208964109	0.847417533	3.206157207					8.126005336			0.013846423				3.533929586	0.002542614	0.023808187	0.200103611		2.111199141	8.698862228	0.267184198	1.424964905
PK1_PANCREAS	0.077295512	8.556669179	8.168487552	8.52435682	8.950259785	0.343073905			8.691275694	8.087695178999999		8.0957742		6.662193297999999		7.231378078	0.010696046	0.07829593900000001	0.920362294	8.040866064	2.997105837	7.84808588	8.802742465	2.36000371
PK45H_PANCREAS	0.137126818	8.673428999	1.510641217	0.091730297	0.253063887	0.776952744			8.033207459	2.390664101		0.002542614		3.481613636		2.311959505	0.020173337	0.074544042	2.885591507		3.232883692	8.666278989		1.218206406
PK59_PANCREAS	0.184374303	8.926792127	2.789659262	1.841352224	2.529034138	2.871232748			4.19764328	3.320762873		0.34036603600000004	1.507091522	4.270066261			0.009069322	0.135232851	8.614176878	8.109154582	2.566957951	8.679334727999999	2.770356417	2.209456205
PL45_PANCREAS	0.048415322	7.679707527000001	0.614838898	0.165373817		0.230242446			3.399604082			0.059361175					0.002542614	0.081176057	8.119600346		2.646983385	4.995965481	0.541861594	
PLCPRF5_LIVER	0.113400035	2.6692729	2.273244858		0.7068568470000001	0.33730340000000003			8.990505181	8.140598161		0.6912039520000001	1.7914232019999998	2.834149361			0.011064798	0.0340374	8.380240456000001	3.704654217	2.720446825	2.8901846410000003	2.645036221	1.739251733
PSN1_PANCREAS	0.14699848	8.541900163		0.705370188								0.140205115					0.021295547	0.084079385			7.486505032	0.939088583	0.412589371	
QGP1_PANCREAS	0.115441084	1.361785054		0.068285875	1.22161305				0.903995156			0.06321346						0.046864968			0.747789085	9.148541671		
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.734068394								0.091195174	0.002542614							0.008241517	0.041973408					0.120550111	
RD_SOFT_TISSUE	0.123874798	1.351771235	8.128570442000001	0.002542614			1.039725542					0.045832556		3.931115866			0.02091353	0.023022369	0.96066463	8.165991314	1.458861709	8.444740164	0.319811732	3.310804605
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.528056622	2.624166965					8.108985788	0.988603413	8.154154887	2.563351631	2.775952339		8.749848324	8.034313393	3.466953754		0.006309407	0.030384718		7.533650875	4.85379982	8.765487614	0.126689672	
RERFGC1B_STOMACH	1.456382871	1.530496478	1.242251992	0.002542614	0.505811334				0.21069175			0.002542614					0.013826853	0.054744147	2.056856155		9.039947709	2.8154993060000004	0.618411422	1.561160564
RERFLCAI_LUNG	0.101184793	8.859516131			3.5566868780000003	0.159920707			3.192855358	3.859427452		8.87884429		7.6512961389999985			0.005376166	0.058777809	0.178187355		8.786142691	4.048099995	0.31823328100000003	
RERFLCMS_LUNG	0.177281737	1.228227973										8.476032549	8.035103427000001				0.013291467	0.168551311	9.229726766		1.703602433	0.38199532	2.226015329	1.37230289
RKO_LARGE_INTESTINE	0.083263159	8.460856858	8.695924957999999	0.532536209	5.934838295	0.194595501	7.949061871		3.70991087	2.500087261		0.002542614	2.449036121	7.265216351		1.060120583	0.015762696	0.043956824000000005	0.744367242	7.86400795	2.5103471280000003	8.612726972	0.246129513	
